is_canceled,deposit_type,lead_time,country
0,No Deposit,0,FRA
0,No Deposit,20,FRA
0,No Deposit,0,PRT
0,No Deposit,6,ESP
0,No Deposit,6,ESP
0,No Deposit,6,ESP
0,No Deposit,13,FRA
0,No Deposit,0,rare
0,No Deposit,20,FRA
0,No Deposit,0,GBR
0,No Deposit,3,PRT
0,No Deposit,34,BEL
0,No Deposit,26,GBR
0,No Deposit,33,GBR
0,No Deposit,0,PRT
0,No Deposit,53,USA
0,No Deposit,28,GBR
0,No Deposit,4,PRT
0,No Deposit,4,GBR
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,3,rare
0,No Deposit,9,GBR
0,No Deposit,53,USA
0,No Deposit,0,DEU
0,No Deposit,0,PRT
0,No Deposit,28,GBR
0,No Deposit,36,GBR
0,No Deposit,0,DEU
0,No Deposit,33,IRL
0,No Deposit,7,GBR
0,No Deposit,1,FRA
0,No Deposit,0,DEU
0,No Deposit,0,PRT
0,No Deposit,40,rare
0,No Deposit,0,PRT
0,No Deposit,28,IRL
0,No Deposit,126,POL
0,No Deposit,61,CHE
0,No Deposit,0,PRT
0,No Deposit,5,GBR
0,No Deposit,1,DEU
0,No Deposit,1,DEU
0,No Deposit,101,PRT
0,No Deposit,27,GBR
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,1,DEU
0,No Deposit,7,PRT
0,No Deposit,9,PRT
0,No Deposit,17,PRT
0,No Deposit,16,rare
0,No Deposit,1,DEU
0,No Deposit,1,FRA
0,No Deposit,150,BEL
0,No Deposit,98,IRL
0,No Deposit,7,GBR
0,No Deposit,91,GBR
0,No Deposit,78,rare
0,No Deposit,69,BEL
0,No Deposit,0,PRT
0,No Deposit,0,GBR
0,No Deposit,4,PRT
0,No Deposit,7,GBR
0,No Deposit,7,GBR
0,No Deposit,7,GBR
0,No Deposit,7,BEL
0,No Deposit,7,rare
0,No Deposit,7,GBR
0,No Deposit,7,rare
0,No Deposit,7,GBR
0,No Deposit,7,GBR
0,No Deposit,6,BEL
0,No Deposit,7,BEL
0,No Deposit,0,BEL
0,No Deposit,1,PRT
0,No Deposit,6,PRT
0,No Deposit,7,GBR
0,No Deposit,163,FRA
0,No Deposit,7,rare
0,No Deposit,163,FRA
0,No Deposit,1,PRT
0,No Deposit,120,IRL
0,No Deposit,11,PRT
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,1,CHE
0,No Deposit,0,PRT
0,No Deposit,7,BEL
0,No Deposit,7,GBR
0,No Deposit,307,rare
0,No Deposit,53,rare
0,No Deposit,3,ESP
0,No Deposit,146,GBR
0,No Deposit,0,PRT
0,No Deposit,1,PRT
0,No Deposit,2,PRT
0,No Deposit,138,GBR
0,No Deposit,112,PRT
0,No Deposit,4,PRT
0,No Deposit,3,PRT
0,No Deposit,128,GBR
0,No Deposit,6,PRT
0,No Deposit,7,BEL
0,No Deposit,7,rare
0,No Deposit,7,rare
0,No Deposit,7,GBR
0,No Deposit,7,BEL
0,No Deposit,7,FRA
0,No Deposit,7,GBR
0,No Deposit,7,GBR
0,No Deposit,7,GBR
0,No Deposit,7,GBR
0,No Deposit,7,BEL
0,No Deposit,7,rare
0,No Deposit,56,BEL
0,No Deposit,8,BEL
0,No Deposit,7,BEL
0,No Deposit,6,rare
0,No Deposit,7,rare
0,No Deposit,7,rare
0,No Deposit,7,rare
0,No Deposit,7,BEL
0,No Deposit,7,DEU
0,No Deposit,7,BEL
0,No Deposit,6,rare
0,No Deposit,5,rare
0,No Deposit,7,BEL
0,No Deposit,6,rare
0,No Deposit,0,PRT
0,No Deposit,6,rare
0,No Deposit,56,GBR
0,No Deposit,17,IRL
0,No Deposit,14,GBR
0,No Deposit,1,PRT
0,No Deposit,7,GBR
0,No Deposit,7,BEL
0,No Deposit,192,BEL
0,No Deposit,196,DEU
0,No Deposit,7,rare
0,No Deposit,7,rare
0,No Deposit,7,rare
0,No Deposit,39,GBR
0,No Deposit,7,PRT
0,No Deposit,34,PRT
0,No Deposit,125,DEU
0,No Deposit,7,rare
0,No Deposit,7,BEL
0,No Deposit,192,rare
0,No Deposit,7,GBR
0,No Deposit,7,rare
0,No Deposit,39,rare
0,No Deposit,71,GBR
0,No Deposit,0,PRT
0,No Deposit,38,BEL
0,No Deposit,16,rare
0,No Deposit,2,PRT
0,No Deposit,5,PRT
0,No Deposit,7,PRT
0,No Deposit,33,GBR
0,No Deposit,1,GBR
0,No Deposit,7,GBR
0,No Deposit,7,GBR
0,No Deposit,13,USA
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,11,ESP
0,No Deposit,1,FRA
0,No Deposit,11,ESP
0,No Deposit,155,NOR
0,No Deposit,0,FRA
0,No Deposit,0,FRA
0,No Deposit,161,FRA
0,No Deposit,0,PRT
0,No Deposit,1,PRT
0,No Deposit,4,PRT
0,No Deposit,1,FRA
0,No Deposit,105,GBR
0,No Deposit,0,PRT
0,No Deposit,7,PRT
0,No Deposit,25,GBR
0,No Deposit,1,PRT
0,No Deposit,1,PRT
0,No Deposit,1,PRT
0,No Deposit,201,GBR
0,No Deposit,5,ESP
0,No Deposit,0,PRT
0,No Deposit,8,PRT
0,No Deposit,6,rare
0,No Deposit,1,rare
0,No Deposit,11,PRT
0,No Deposit,20,FRA
0,No Deposit,12,GBR
0,No Deposit,0,PRT
0,No Deposit,1,PRT
0,No Deposit,145,GBR
0,No Deposit,124,FRA
0,No Deposit,5,GBR
0,No Deposit,110,GBR
0,No Deposit,191,rare
0,No Deposit,191,rare
0,No Deposit,145,GBR
0,No Deposit,0,rare
0,No Deposit,0,PRT
0,No Deposit,14,rare
0,No Deposit,1,PRT
0,No Deposit,0,DEU
0,No Deposit,3,PRT
0,No Deposit,6,PRT
0,No Deposit,18,PRT
0,No Deposit,200,PRT
0,No Deposit,50,PRT
0,No Deposit,2,PRT
0,No Deposit,48,rare
0,No Deposit,2,PRT
0,No Deposit,70,GBR
0,No Deposit,63,GBR
0,No Deposit,5,ESP
0,No Deposit,154,DEU
0,No Deposit,1,ESP
0,No Deposit,0,PRT
0,No Deposit,32,IRL
0,No Deposit,35,DEU
0,No Deposit,35,DEU
0,No Deposit,3,IRL
0,No Deposit,107,PRT
0,No Deposit,107,rare
0,No Deposit,107,PRT
0,No Deposit,107,PRT
0,No Deposit,107,rare
0,No Deposit,107,rare
0,No Deposit,107,rare
0,No Deposit,107,PRT
0,No Deposit,77,USA
0,No Deposit,65,PRT
0,No Deposit,19,rare
0,No Deposit,1,PRT
0,No Deposit,0,PRT
0,No Deposit,126,DEU
0,No Deposit,112,DEU
0,No Deposit,1,PRT
0,No Deposit,211,rare
0,No Deposit,3,PRT
0,No Deposit,3,FRA
0,No Deposit,27,GBR
0,No Deposit,29,GBR
0,No Deposit,14,PRT
0,No Deposit,15,PRT
0,No Deposit,19,rare
0,No Deposit,126,GBR
0,No Deposit,41,rare
0,No Deposit,0,PRT
0,No Deposit,216,rare
0,No Deposit,9,USA
0,No Deposit,9,ESP
0,No Deposit,2,rare
0,No Deposit,117,PRT
0,No Deposit,48,GBR
0,No Deposit,312,DEU
0,No Deposit,312,DEU
0,No Deposit,312,rare
0,No Deposit,171,DEU
0,No Deposit,171,DEU
0,No Deposit,53,DEU
0,No Deposit,53,DEU
0,No Deposit,53,DEU
0,No Deposit,312,DEU
0,No Deposit,312,DEU
0,No Deposit,1,GBR
0,No Deposit,143,DEU
0,No Deposit,17,PRT
0,No Deposit,115,PRT
0,No Deposit,115,PRT
0,No Deposit,8,ESP
0,No Deposit,179,GBR
0,No Deposit,28,ESP
0,No Deposit,75,DEU
0,No Deposit,195,GBR
0,No Deposit,169,BEL
0,No Deposit,9,PRT
0,No Deposit,2,ESP
0,No Deposit,70,rare
0,No Deposit,8,PRT
0,No Deposit,13,ESP
0,No Deposit,4,ESP
0,No Deposit,1,PRT
0,No Deposit,1,PRT
0,No Deposit,2,PRT
0,No Deposit,0,PRT
0,No Deposit,30,PRT
0,No Deposit,49,PRT
0,No Deposit,43,PRT
0,No Deposit,4,PRT
0,No Deposit,2,PRT
0,No Deposit,32,PRT
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,195,GBR
0,No Deposit,99,GBR
0,No Deposit,274,GBR
0,No Deposit,274,GBR
0,No Deposit,274,GBR
0,No Deposit,274,GBR
0,No Deposit,1,PRT
0,No Deposit,31,FRA
0,No Deposit,31,FRA
0,No Deposit,2,PRT
0,No Deposit,220,POL
0,No Deposit,39,GBR
0,No Deposit,15,PRT
0,No Deposit,29,rare
0,No Deposit,89,PRT
0,No Deposit,0,rare
0,No Deposit,172,BEL
0,No Deposit,89,PRT
0,No Deposit,110,ESP
0,No Deposit,134,GBR
0,No Deposit,134,GBR
0,No Deposit,112,rare
0,No Deposit,110,rare
0,No Deposit,110,rare
0,No Deposit,9,FRA
0,No Deposit,146,rare
0,No Deposit,112,rare
0,No Deposit,10,FRA
0,No Deposit,167,PRT
0,No Deposit,0,rare
0,No Deposit,8,DEU
0,No Deposit,37,DEU
0,No Deposit,0,rare
0,No Deposit,159,rare
0,No Deposit,201,GBR
0,No Deposit,195,GBR
0,No Deposit,176,BEL
0,No Deposit,10,FRA
0,No Deposit,195,GBR
0,No Deposit,5,FRA
0,No Deposit,201,GBR
0,No Deposit,56,PRT
0,No Deposit,189,PRT
0,No Deposit,195,PRT
0,No Deposit,195,GBR
0,No Deposit,195,GBR
0,No Deposit,195,GBR
0,No Deposit,195,GBR
0,No Deposit,195,GBR
0,No Deposit,1,ESP
0,No Deposit,0,PRT
0,No Deposit,226,IRL
0,No Deposit,67,ESP
0,No Deposit,4,CHE
0,No Deposit,8,POL
0,No Deposit,97,GBR
0,No Deposit,112,GBR
0,No Deposit,1,PRT
0,No Deposit,0,rare
0,No Deposit,4,PRT
0,No Deposit,0,rare
0,No Deposit,3,rare
0,No Deposit,3,rare
0,No Deposit,1,ESP
0,No Deposit,22,GBR
0,No Deposit,0,PRT
0,No Deposit,34,FRA
0,No Deposit,1,rare
0,No Deposit,3,PRT
0,No Deposit,3,PRT
0,No Deposit,2,PRT
0,No Deposit,11,ESP
0,No Deposit,1,PRT
0,No Deposit,138,FRA
0,No Deposit,12,FRA
0,No Deposit,14,FRA
0,No Deposit,11,FRA
0,No Deposit,24,FRA
0,No Deposit,27,FRA
0,No Deposit,24,FRA
0,No Deposit,27,FRA
0,No Deposit,115,FRA
0,No Deposit,26,GBR
0,No Deposit,24,IRL
0,No Deposit,0,PRT
0,No Deposit,12,FRA
0,No Deposit,20,FRA
0,No Deposit,0,PRT
0,No Deposit,2,PRT
0,No Deposit,60,rare
0,No Deposit,246,PRT
0,No Deposit,26,GBR
0,No Deposit,2,PRT
0,No Deposit,2,PRT
0,No Deposit,155,DEU
0,No Deposit,355,GBR
0,No Deposit,62,GBR
0,No Deposit,30,GBR
0,No Deposit,74,FRA
0,No Deposit,29,rare
0,No Deposit,112,GBR
0,No Deposit,112,rare
0,No Deposit,125,GBR
0,No Deposit,131,GBR
0,No Deposit,140,rare
0,No Deposit,127,GBR
0,No Deposit,4,GBR
0,No Deposit,7,DEU
0,No Deposit,112,GBR
0,No Deposit,88,DEU
0,No Deposit,57,PRT
0,No Deposit,339,DEU
0,No Deposit,339,DEU
0,No Deposit,339,PRT
0,No Deposit,339,DEU
0,No Deposit,339,PRT
0,No Deposit,57,DEU
0,No Deposit,120,GBR
0,No Deposit,202,GBR
0,No Deposit,112,rare
0,No Deposit,46,PRT
0,No Deposit,339,DEU
0,No Deposit,112,GBR
0,No Deposit,112,FRA
0,No Deposit,46,FRA
0,No Deposit,52,GBR
0,No Deposit,50,rare
0,No Deposit,112,IRL
0,No Deposit,46,IRL
0,No Deposit,15,DEU
0,No Deposit,15,DEU
0,No Deposit,88,DEU
0,No Deposit,186,PRT
0,No Deposit,0,PRT
0,No Deposit,148,DEU
0,No Deposit,148,DEU
0,No Deposit,88,DEU
0,No Deposit,180,PRT
0,No Deposit,0,ESP
0,No Deposit,186,PRT
0,No Deposit,88,DEU
0,No Deposit,112,GBR
0,No Deposit,12,GBR
0,No Deposit,26,DEU
0,No Deposit,175,GBR
0,No Deposit,21,GBR
0,No Deposit,26,DEU
0,No Deposit,26,PRT
0,No Deposit,31,FRA
0,No Deposit,241,FRA
0,No Deposit,125,GBR
0,No Deposit,66,PRT
0,No Deposit,2,ESP
0,No Deposit,26,DEU
0,No Deposit,144,GBR
0,No Deposit,3,PRT
0,No Deposit,1,DEU
0,No Deposit,26,PRT
0,No Deposit,3,ESP
0,No Deposit,26,BEL
0,No Deposit,1,ESP
0,No Deposit,6,ESP
0,No Deposit,21,ROU
0,No Deposit,2,PRT
0,No Deposit,1,PRT
0,No Deposit,8,ESP
0,No Deposit,26,CHE
0,No Deposit,313,GBR
0,No Deposit,26,PRT
0,No Deposit,126,GBR
0,No Deposit,23,PRT
0,No Deposit,126,GBR
0,No Deposit,138,FRA
0,No Deposit,2,PRT
0,No Deposit,26,DEU
0,No Deposit,25,GBR
0,No Deposit,207,GBR
0,No Deposit,4,PRT
0,No Deposit,0,PRT
0,No Deposit,0,GBR
0,No Deposit,0,USA
0,No Deposit,68,DEU
0,No Deposit,2,PRT
0,No Deposit,89,IRL
0,No Deposit,9,ESP
0,No Deposit,2,ESP
0,No Deposit,0,PRT
0,No Deposit,13,PRT
0,No Deposit,12,PRT
0,No Deposit,0,FRA
0,No Deposit,3,ESP
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,280,GBR
0,No Deposit,131,GBR
0,No Deposit,219,FRA
0,No Deposit,219,FRA
0,No Deposit,205,rare
0,No Deposit,15,FRA
0,No Deposit,295,DEU
0,No Deposit,24,GBR
0,No Deposit,126,rare
0,No Deposit,0,PRT
0,No Deposit,4,PRT
0,No Deposit,0,rare
0,No Deposit,3,DEU
0,No Deposit,33,ESP
0,No Deposit,67,GBR
0,No Deposit,18,IRL
0,No Deposit,15,rare
0,No Deposit,19,PRT
0,No Deposit,19,PRT
0,No Deposit,16,DEU
0,No Deposit,16,CHE
0,No Deposit,1,PRT
0,No Deposit,337,GBR
0,No Deposit,168,GBR
0,No Deposit,181,FRA
0,No Deposit,181,FRA
0,No Deposit,96,GBR
0,No Deposit,16,rare
0,No Deposit,181,FRA
0,No Deposit,5,PRT
0,No Deposit,96,GBR
0,No Deposit,16,rare
0,No Deposit,96,GBR
0,No Deposit,96,GBR
0,No Deposit,116,rare
0,No Deposit,116,rare
0,No Deposit,41,FRA
0,No Deposit,41,FRA
0,No Deposit,5,PRT
0,No Deposit,34,FRA
0,No Deposit,96,GBR
0,No Deposit,0,rare
0,No Deposit,117,rare
0,No Deposit,124,PRT
0,No Deposit,65,FRA
0,No Deposit,65,rare
0,No Deposit,96,GBR
0,No Deposit,96,GBR
0,No Deposit,96,GBR
0,No Deposit,96,GBR
0,No Deposit,96,GBR
0,No Deposit,8,PRT
0,No Deposit,96,GBR
0,No Deposit,96,GBR
0,No Deposit,6,IRL
0,No Deposit,28,GBR
0,No Deposit,2,PRT
0,No Deposit,7,PRT
0,No Deposit,0,PRT
0,No Deposit,23,PRT
0,No Deposit,1,PRT
0,No Deposit,9,PRT
0,No Deposit,34,FRA
0,No Deposit,34,FRA
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,137,rare
0,No Deposit,156,FRA
0,No Deposit,1,PRT
0,No Deposit,0,rare
0,No Deposit,232,rare
0,No Deposit,30,rare
0,No Deposit,45,GBR
0,No Deposit,15,GBR
0,No Deposit,47,IRL
0,No Deposit,47,IRL
0,No Deposit,46,IRL
0,No Deposit,15,GBR
0,No Deposit,160,GBR
0,No Deposit,47,GBR
0,No Deposit,73,rare
0,No Deposit,192,GBR
0,No Deposit,31,FRA
0,No Deposit,78,rare
0,No Deposit,1,rare
0,No Deposit,41,FRA
0,No Deposit,15,FRA
0,No Deposit,84,rare
0,No Deposit,61,GBR
0,No Deposit,181,PRT
0,No Deposit,84,PRT
0,No Deposit,181,rare
0,No Deposit,9,PRT
0,No Deposit,96,DEU
0,No Deposit,63,PRT
0,No Deposit,84,rare
0,No Deposit,96,GBR
0,No Deposit,181,PRT
0,No Deposit,26,DEU
0,No Deposit,96,DEU
0,No Deposit,152,rare
0,No Deposit,96,NOR
0,No Deposit,156,DEU
0,No Deposit,156,DEU
0,No Deposit,73,CHE
0,No Deposit,29,rare
0,No Deposit,23,DEU
0,No Deposit,10,PRT
0,No Deposit,145,GBR
0,No Deposit,2,PRT
0,No Deposit,11,ESP
0,No Deposit,43,ESP
0,No Deposit,3,PRT
0,No Deposit,43,ESP
0,No Deposit,13,ESP
0,No Deposit,43,ESP
0,No Deposit,31,GBR
0,No Deposit,96,DEU
0,No Deposit,237,ESP
0,No Deposit,65,ESP
0,No Deposit,65,ESP
0,No Deposit,12,PRT
0,No Deposit,166,rare
0,No Deposit,31,rare
0,No Deposit,31,rare
0,No Deposit,31,rare
0,No Deposit,18,rare
0,No Deposit,31,rare
0,No Deposit,31,rare
0,No Deposit,143,FRA
0,No Deposit,192,DEU
0,No Deposit,12,PRT
0,No Deposit,326,rare
0,No Deposit,44,CHE
0,No Deposit,73,GBR
0,No Deposit,73,GBR
0,No Deposit,313,GBR
0,No Deposit,241,USA
0,No Deposit,241,GBR
0,No Deposit,241,GBR
0,No Deposit,284,GBR
0,No Deposit,241,GBR
0,No Deposit,241,GBR
0,No Deposit,241,GBR
0,No Deposit,207,GBR
0,No Deposit,7,PRT
0,No Deposit,45,GBR
0,No Deposit,15,FRA
0,No Deposit,150,ESP
0,No Deposit,40,GBR
0,No Deposit,152,DEU
0,No Deposit,133,rare
0,No Deposit,23,PRT
0,No Deposit,8,PRT
0,No Deposit,0,PRT
0,No Deposit,35,IRL
0,No Deposit,1,PRT
0,No Deposit,120,rare
0,No Deposit,120,rare
0,No Deposit,3,PRT
0,No Deposit,39,PRT
0,No Deposit,0,USA
0,No Deposit,38,FRA
0,No Deposit,226,IRL
0,No Deposit,226,IRL
0,No Deposit,152,DEU
0,No Deposit,214,IRL
0,No Deposit,152,DEU
0,No Deposit,0,DEU
0,No Deposit,225,DEU
0,No Deposit,226,IRL
0,No Deposit,141,GBR
0,No Deposit,22,PRT
0,No Deposit,226,GBR
0,No Deposit,54,IRL
0,No Deposit,167,CHE
0,No Deposit,1,CHE
0,No Deposit,226,IRL
0,No Deposit,140,GBR
0,No Deposit,24,FRA
0,No Deposit,48,FRA
0,No Deposit,48,FRA
0,No Deposit,163,rare
0,No Deposit,49,ESP
0,No Deposit,338,GBR
0,No Deposit,0,PRT
0,No Deposit,33,PRT
0,No Deposit,4,rare
0,No Deposit,1,PRT
0,No Deposit,4,PRT
0,No Deposit,48,FRA
0,No Deposit,45,FRA
0,No Deposit,41,FRA
0,No Deposit,48,DEU
0,No Deposit,0,PRT
0,No Deposit,42,PRT
0,No Deposit,41,FRA
0,No Deposit,152,FRA
0,No Deposit,41,FRA
0,No Deposit,27,rare
0,No Deposit,48,FRA
0,No Deposit,149,ESP
0,No Deposit,162,DEU
0,No Deposit,0,PRT
0,No Deposit,48,rare
0,No Deposit,48,FRA
0,No Deposit,68,GBR
0,No Deposit,68,GBR
0,No Deposit,18,GBR
0,No Deposit,119,IRL
0,No Deposit,75,GBR
0,No Deposit,0,PRT
0,No Deposit,2,PRT
0,No Deposit,7,PRT
0,No Deposit,65,DEU
0,No Deposit,53,ESP
0,No Deposit,0,PRT
0,No Deposit,214,GBR
0,No Deposit,242,DEU
0,No Deposit,214,GBR
0,No Deposit,0,PRT
0,No Deposit,214,GBR
0,No Deposit,214,GBR
0,No Deposit,32,rare
0,No Deposit,77,POL
0,No Deposit,7,FRA
0,No Deposit,74,PRT
0,No Deposit,214,GBR
0,No Deposit,29,PRT
0,No Deposit,220,GBR
0,No Deposit,69,FRA
0,No Deposit,23,FRA
0,No Deposit,57,IRL
0,No Deposit,220,GBR
0,No Deposit,39,GBR
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,1,FRA
0,No Deposit,2,FRA
0,No Deposit,1,FRA
0,No Deposit,214,GBR
0,No Deposit,157,DEU
0,No Deposit,214,IRL
0,No Deposit,10,IRL
0,No Deposit,10,IRL
0,No Deposit,214,IRL
0,No Deposit,149,GBR
0,No Deposit,146,GBR
0,No Deposit,146,rare
0,No Deposit,146,PRT
0,No Deposit,64,DEU
0,No Deposit,146,rare
0,No Deposit,146,PRT
0,No Deposit,0,PRT
0,No Deposit,2,PRT
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,1,PRT
0,No Deposit,1,PRT
0,No Deposit,64,PRT
0,No Deposit,25,DEU
0,No Deposit,139,IRL
0,No Deposit,71,PRT
0,No Deposit,166,rare
0,No Deposit,15,FRA
0,No Deposit,9,PRT
0,No Deposit,9,PRT
0,No Deposit,9,PRT
0,No Deposit,90,GBR
0,No Deposit,103,FRA
0,No Deposit,90,GBR
0,No Deposit,115,rare
0,No Deposit,28,GBR
0,No Deposit,17,GBR
0,No Deposit,6,GBR
0,No Deposit,28,PRT
0,No Deposit,112,rare
0,No Deposit,113,rare
0,No Deposit,74,GBR
0,No Deposit,86,rare
0,No Deposit,86,rare
0,No Deposit,64,ESP
0,No Deposit,29,PRT
0,No Deposit,7,PRT
0,No Deposit,12,PRT
0,No Deposit,38,ESP
0,No Deposit,7,ESP
0,No Deposit,26,GBR
0,No Deposit,29,ESP
0,No Deposit,26,GBR
0,No Deposit,25,IRL
0,No Deposit,28,GBR
0,No Deposit,23,PRT
0,No Deposit,32,GBR
0,No Deposit,8,PRT
0,No Deposit,222,DEU
0,No Deposit,71,PRT
0,No Deposit,0,ESP
0,No Deposit,1,PRT
0,No Deposit,0,PRT
0,No Deposit,0,rare
1,No Deposit,0,rare
0,No Deposit,22,PRT
0,No Deposit,11,ESP
0,No Deposit,5,PRT
0,No Deposit,122,rare
0,No Deposit,38,GBR
0,No Deposit,151,GBR
0,No Deposit,250,IRL
0,No Deposit,229,IRL
0,No Deposit,85,GBR
0,No Deposit,70,IRL
0,No Deposit,62,IRL
0,No Deposit,66,FRA
0,No Deposit,62,FRA
0,No Deposit,52,FRA
0,No Deposit,9,rare
0,No Deposit,20,POL
0,No Deposit,63,GBR
0,No Deposit,170,GBR
0,No Deposit,5,IRL
0,No Deposit,72,IRL
0,No Deposit,92,GBR
0,No Deposit,256,IRL
0,No Deposit,61,FRA
0,No Deposit,66,FRA
0,No Deposit,19,GBR
0,No Deposit,60,PRT
0,No Deposit,57,IRL
0,No Deposit,2,PRT
0,No Deposit,56,GBR
0,No Deposit,32,GBR
0,No Deposit,173,rare
0,No Deposit,121,GBR
0,No Deposit,20,DEU
0,No Deposit,25,GBR
0,No Deposit,159,rare
0,No Deposit,159,PRT
0,No Deposit,159,rare
0,No Deposit,159,rare
0,No Deposit,29,GBR
0,No Deposit,142,GBR
0,No Deposit,30,GBR
0,No Deposit,103,IRL
0,No Deposit,165,IRL
0,No Deposit,3,PRT
0,No Deposit,0,PRT
0,No Deposit,42,FRA
0,No Deposit,83,IRL
0,No Deposit,150,IRL
0,No Deposit,26,DEU
0,No Deposit,27,rare
0,No Deposit,47,GBR
0,No Deposit,37,GBR
0,No Deposit,22,ESP
0,No Deposit,98,IRL
0,No Deposit,62,NOR
0,No Deposit,24,IRL
0,No Deposit,26,rare
0,No Deposit,27,IRL
0,No Deposit,7,rare
0,No Deposit,3,ESP
0,No Deposit,18,IRL
0,No Deposit,211,DEU
0,No Deposit,19,PRT
0,No Deposit,159,rare
0,No Deposit,40,GBR
0,No Deposit,155,PRT
0,No Deposit,67,IRL
0,No Deposit,30,IRL
0,No Deposit,149,PRT
0,No Deposit,155,rare
0,No Deposit,25,GBR
0,No Deposit,0,PRT
0,No Deposit,69,GBR
0,No Deposit,1,PRT
0,No Deposit,4,PRT
0,No Deposit,89,FRA
0,No Deposit,20,DEU
0,No Deposit,8,rare
0,No Deposit,60,DEU
0,No Deposit,76,GBR
0,No Deposit,49,GBR
0,No Deposit,14,GBR
0,No Deposit,152,GBR
0,No Deposit,20,GBR
0,No Deposit,35,rare
0,No Deposit,0,rare
0,No Deposit,3,rare
0,No Deposit,11,PRT
0,No Deposit,32,PRT
0,No Deposit,38,GBR
0,No Deposit,0,FRA
0,No Deposit,29,rare
0,No Deposit,33,IRL
0,No Deposit,1,PRT
0,No Deposit,54,GBR
0,No Deposit,9,GBR
0,No Deposit,15,GBR
0,No Deposit,42,DEU
0,No Deposit,107,GBR
0,No Deposit,27,IRL
0,No Deposit,37,FRA
0,No Deposit,5,PRT
0,No Deposit,74,PRT
0,No Deposit,45,PRT
0,No Deposit,31,rare
0,No Deposit,39,POL
0,No Deposit,37,FRA
0,No Deposit,35,GBR
0,No Deposit,167,GBR
0,No Deposit,57,GBR
0,No Deposit,47,IRL
0,No Deposit,31,POL
0,No Deposit,29,FRA
0,No Deposit,1,PRT
0,No Deposit,48,BEL
0,No Deposit,38,GBR
0,No Deposit,34,IRL
0,No Deposit,25,GBR
0,No Deposit,105,rare
0,No Deposit,3,PRT
0,No Deposit,10,PRT
0,No Deposit,26,rare
0,No Deposit,194,FRA
0,No Deposit,80,GBR
0,No Deposit,1,PRT
0,No Deposit,1,PRT
0,No Deposit,153,IRL
0,No Deposit,61,FRA
0,No Deposit,27,FRA
0,No Deposit,33,BEL
0,No Deposit,66,ESP
0,No Deposit,1,PRT
0,No Deposit,15,PRT
0,No Deposit,56,GBR
0,No Deposit,54,GBR
0,No Deposit,15,PRT
0,No Deposit,15,PRT
0,No Deposit,15,PRT
0,No Deposit,56,GBR
0,No Deposit,26,DEU
0,No Deposit,73,CHE
0,No Deposit,26,rare
0,No Deposit,170,FRA
0,No Deposit,81,IRL
0,No Deposit,12,PRT
0,No Deposit,33,CHE
0,No Deposit,57,PRT
0,No Deposit,56,FRA
0,No Deposit,56,FRA
0,No Deposit,58,PRT
0,No Deposit,57,PRT
0,No Deposit,70,GBR
0,No Deposit,137,PRT
0,No Deposit,30,rare
0,No Deposit,265,GBR
0,No Deposit,265,GBR
0,No Deposit,264,GBR
0,No Deposit,265,GBR
0,No Deposit,25,PRT
0,No Deposit,0,PRT
0,No Deposit,9,PRT
0,No Deposit,61,PRT
0,No Deposit,4,GBR
0,No Deposit,5,rare
0,No Deposit,1,PRT
0,No Deposit,170,GBR
0,No Deposit,63,USA
0,No Deposit,4,ESP
0,No Deposit,5,ESP
0,No Deposit,15,PRT
0,No Deposit,150,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,151,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,151,USA
0,No Deposit,0,CHE
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,78,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,8,PRT
0,No Deposit,152,GBR
0,No Deposit,152,GBR
0,No Deposit,14,USA
0,No Deposit,0,USA
0,No Deposit,17,GBR
0,No Deposit,252,GBR
0,No Deposit,209,GBR
0,No Deposit,2,PRT
0,No Deposit,1,PRT
0,No Deposit,1,ESP
0,No Deposit,20,rare
0,No Deposit,199,PRT
0,No Deposit,55,CHE
0,No Deposit,152,POL
0,No Deposit,63,rare
0,No Deposit,4,PRT
0,No Deposit,9,ESP
